PCA_GHG_Bio,Composite_Water,grouping,sex,diet_group,age_group
0.609,1.995,vegan_female_40-49,female,vegan,40-49
0.501,1.981,vegan_female_50-59,female,vegan,50-59
0.551,2.057,vegan_female_60-69,female,vegan,60-69
0.643,2.336,vegan_female_70-79,female,vegan,70-79
0.686,1.658,vegan_male_20-29,male,vegan,20-29
0.618,1.706,vegan_male_30-39,male,vegan,30-39
0.663,1.823,vegan_male_40-49,male,vegan,40-49
0.520,1.739,vegan_male_50-59,male,vegan,50-59
0.422,2.315,vegan_male_60-69,male,vegan,60-69
0.440,2.280,vegan_male_70-79,male,vegan,70-79
1.436,1.360,veggie_female_20-29,female,veggie,20-29
1.474,1.490,veggie_female_30-39,female,veggie,30-39
1.446,1.639,veggie_female_40-49,female,veggie,40-49
1.397,1.870,veggie_female_50-59,female,veggie,50-59
1.410,1.952,veggie_female_60-69,female,veggie,60-69
1.425,1.915,veggie_female_70-79,female,veggie,70-79
1.841,1.520,veggie_male_20-29,male,veggie,20-29
1.812,1.559,veggie_male_30-39,male,veggie,30-39
1.639,1.644,veggie_male_40-49,male,veggie,40-49
1.494,1.632,veggie_male_50-59,male,veggie,50-59
1.480,1.838,veggie_male_60-69,male,veggie,60-69
1.505,1.849,veggie_male_70-79,male,veggie,70-79
1.229,2.315,fish_female_20-29,female,fish,20-29
1.236,2.345,fish_female_30-39,female,fish,30-39
1.251,2.307,fish_female_40-49,female,fish,40-49
1.310,2.453,fish_female_50-59,female,fish,50-59
1.361,2.616,fish_female_60-69,female,fish,60-69
1.294,2.630,fish_female_70-79,female,fish,70-79
1.460,2.706,fish_male_20-29,male,fish,20-29
1.401,2.619,fish_male_30-39,male,fish,30-39
1.320,2.374,fish_male_40-49,male,fish,40-49
1.398,2.415,fish_male_50-59,male,fish,50-59
1.299,2.529,fish_male_60-69,male,fish,60-69
1.472,2.806,fish_male_70-79,male,fish,70-79
1.448,2.080,meat <50_female_20-29,female,meat50,20-29
1.506,2.235,meat <50_female_30-39,female,meat50,30-39
1.558,2.235,meat <50_female_40-49,female,meat50,40-49
1.644,2.381,meat <50_female_50-59,female,meat50,50-59
1.689,2.441,meat <50_female_60-69,female,meat50,60-69
1.653,2.541,meat <50_female_70-79,female,meat50,70-79
1.555,2.142,meat <50_male_20-29,male,meat50,20-29
1.673,2.497,meat <50_male_30-39,male,meat50,30-39
1.621,2.314,meat <50_male_40-49,male,meat50,40-49
1.655,2.295,meat <50_male_50-59,male,meat50,50-59
1.661,2.411,meat <50_male_60-69,male,meat50,60-69
1.773,2.451,meat <50_male_70-79,male,meat50,70-79
3.620,2.823,meat 100+_female_20-29,female,meat100,20-29
3.703,2.854,meat 100+_female_30-39,female,meat100,30-39
4.088,2.769,meat 100+_female_40-49,female,meat100,40-49
4.258,2.852,meat 100+_female_50-59,female,meat100,50-59
4.254,2.893,meat 100+_female_60-69,female,meat100,60-69
4.452,2.965,meat 100+_female_70-79,female,meat100,70-79
4.422,3.221,meat 100+_male_20-29,male,meat100,20-29
4.006,3.045,meat 100+_male_30-39,male,meat100,30-39
4.119,2.728,meat 100+_male_40-49,male,meat100,40-49
4.236,2.853,meat 100+_male_50-59,male,meat100,50-59
4.119,2.953,meat 100+_male_60-69,male,meat100,60-69
4.516,2.991,meat 100+_male_70-79,male,meat100,70-79
2.117,2.499,meat50-99_female_20-29,female,meat,20-29
2.207,2.518,meat50-99_female_30-39,female,meat,30-39
2.383,2.510,meat50-99_female_40-49,female,meat,40-49
2.451,2.536,meat50-99_female_50-59,female,meat,50-59
2.419,2.737,meat50-99_female_60-69,female,meat,60-69
2.471,2.754,meat50-99_female_70-79,female,meat,70-79
2.329,2.728,meat50-99_male_20-29,male,meat,20-29
2.329,2.782,meat50-99_male_30-39,male,meat,30-39
2.475,2.399,meat50-99_male_40-49,male,meat,40-49
2.472,2.541,meat50-99_male_50-59,male,meat,50-59
2.491,2.619,meat50-99_male_60-69,male,meat,60-69
2.621,2.617,meat50-99_male_70-79,male,meat,70-79
0.212,0.653,vegan_female_20-29,female,vegan,20-29
0.311,0.736,vegan_female_30-39,female,vegan,30-39
0.343,0.960,vegan_female_40-49,female,vegan,40-49
0.252,1.084,vegan_female_50-59,female,vegan,50-59
0.316,1.279,vegan_female_60-69,female,vegan,60-69
0.449,1.225,vegan_female_70-79,female,vegan,70-79
0.364,0.924,vegan_male_20-29,male,vegan,20-29
0.308,0.864,vegan_male_30-39,male,vegan,30-39
0.327,0.836,vegan_male_40-49,male,vegan,40-49
0.279,0.884,vegan_male_50-59,male,vegan,50-59
0.254,1.275,vegan_male_60-69,male,vegan,60-69
0.801,1.320,vegan_male_70-79,male,vegan,70-79
0.934,1.217,veggie_female_20-29,female,veggie,20-29
0.972,1.254,veggie_female_30-39,female,veggie,30-39
0.984,1.294,veggie_female_40-49,female,veggie,40-49
0.969,1.401,veggie_female_50-59,female,veggie,50-59
1.022,1.548,veggie_female_60-69,female,veggie,60-69
1.003,1.739,veggie_female_70-79,female,veggie,70-79
1.103,1.527,veggie_male_20-29,male,veggie,20-29
1.117,1.456,veggie_male_30-39,male,veggie,30-39
1.059,1.425,veggie_male_40-49,male,veggie,40-49
1.008,1.416,veggie_male_50-59,male,veggie,50-59
0.989,1.522,veggie_male_60-69,male,veggie,60-69
1.020,1.899,veggie_male_70-79,male,veggie,70-79
1.141,1.930,fish_female_20-29,female,fish,20-29
1.170,1.951,fish_female_30-39,female,fish,30-39
1.154,1.972,fish_female_40-49,female,fish,40-49
1.131,2.156,fish_female_50-59,female,fish,50-59
1.231,2.249,fish_female_60-69,female,fish,60-69
1.299,2.177,fish_female_70-79,female,fish,70-79
1.412,2.172,fish_male_20-29,male,fish,20-29
1.321,2.070,fish_male_30-39,male,fish,30-39
1.301,1.942,fish_male_40-49,male,fish,40-49
1.223,2.088,fish_male_50-59,male,fish,50-59
1.315,2.143,fish_male_60-69,male,fish,60-69
1.444,2.333,fish_male_70-79,male,fish,70-79
1.373,1.887,meat <50_female_20-29,female,meat50,20-29
1.429,1.957,meat <50_female_30-39,female,meat50,30-39
1.448,1.949,meat <50_female_40-49,female,meat50,40-49
1.474,2.092,meat <50_female_50-59,female,meat50,50-59
1.535,2.143,meat <50_female_60-69,female,meat50,60-69
1.559,2.156,meat <50_female_70-79,female,meat50,70-79
1.559,1.870,meat <50_male_20-29,male,meat50,20-29
1.601,2.080,meat <50_male_30-39,male,meat50,30-39
1.602,1.952,meat <50_male_40-49,male,meat50,40-49
1.615,1.996,meat <50_male_50-59,male,meat50,50-59
1.626,2.030,meat <50_male_60-69,male,meat50,60-69
1.766,2.223,meat <50_male_70-79,male,meat50,70-79
3.420,2.712,meat 100+_female_20-29,female,meat100,20-29
3.583,2.599,meat 100+_female_30-39,female,meat100,30-39
3.947,2.561,meat 100+_female_40-49,female,meat100,40-49
4.076,2.635,meat 100+_female_50-59,female,meat100,50-59
4.085,2.758,meat 100+_female_60-69,female,meat100,60-69
4.339,2.709,meat 100+_female_70-79,female,meat100,70-79
4.311,2.868,meat 100+_male_20-29,male,meat100,20-29
3.957,2.737,meat 100+_male_30-39,male,meat100,30-39
4.101,2.433,meat 100+_male_40-49,male,meat100,40-49
4.157,2.553,meat 100+_male_50-59,male,meat100,50-59
4.107,2.681,meat 100+_male_60-69,male,meat100,60-69
4.579,2.823,meat 100+_male_70-79,male,meat100,70-79
1.966,2.193,meat50-99_female_20-29,female,meat,20-29
2.099,2.147,meat50-99_female_30-39,female,meat,30-39
2.235,2.159,meat50-99_female_40-49,female,meat,40-49
2.258,2.244,meat50-99_female_50-59,female,meat,50-59
2.258,2.394,meat50-99_female_60-69,female,meat,60-69
2.367,2.357,meat50-99_female_70-79,female,meat,70-79
2.098,2.283,meat50-99_male_20-29,male,meat,20-29
2.313,2.264,meat50-99_male_30-39,male,meat,30-39
2.397,2.089,meat50-99_male_40-49,male,meat,40-49
2.362,2.186,meat50-99_male_50-59,male,meat,50-59
2.489,2.232,meat50-99_male_60-69,male,meat,60-69
2.592,2.294,meat50-99_male_70-79,male,meat,70-79
0.426,0.908,vegan_female_20-29,female,vegan,20-29
0.533,0.942,vegan_female_30-39,female,vegan,30-39
0.509,1.084,vegan_female_40-49,female,vegan,40-49
0.516,1.149,vegan_female_50-59,female,vegan,50-59
0.553,1.237,vegan_female_60-69,female,vegan,60-69
0.659,1.454,vegan_female_70-79,female,vegan,70-79
0.675,1.327,vegan_male_20-29,male,vegan,20-29
0.671,1.145,vegan_male_30-39,male,vegan,30-39
0.660,0.973,vegan_male_40-49,male,vegan,40-49
0.496,1.012,vegan_male_50-59,male,vegan,50-59
0.545,1.450,vegan_male_60-69,male,vegan,60-69
0.516,1.216,vegan_male_70-79,male,vegan,70-79
0.988,1.577,veggie_female_20-29,female,veggie,20-29
1.058,1.582,veggie_female_30-39,female,veggie,30-39
1.039,1.666,veggie_female_40-49,female,veggie,40-49
1.037,1.744,veggie_female_50-59,female,veggie,50-59
1.117,1.810,veggie_female_60-69,female,veggie,60-69
1.153,1.788,veggie_female_70-79,female,veggie,70-79
1.222,1.814,veggie_male_20-29,male,veggie,20-29
1.230,1.740,veggie_male_30-39,male,veggie,30-39
1.157,1.681,veggie_male_40-49,male,veggie,40-49
1.143,1.693,veggie_male_50-59,male,veggie,50-59
1.141,1.690,veggie_male_60-69,male,veggie,60-69
1.301,2.014,veggie_male_70-79,male,veggie,70-79
1.314,2.717,fish_female_20-29,female,fish,20-29
1.366,2.891,fish_female_30-39,female,fish,30-39
1.376,2.919,fish_female_40-49,female,fish,40-49
1.377,3.122,fish_female_50-59,female,fish,50-59
1.402,3.204,fish_female_60-69,female,fish,60-69
1.302,3.124,fish_female_70-79,female,fish,70-79
1.729,3.539,fish_male_20-29,male,fish,20-29
1.573,3.441,fish_male_30-39,male,fish,30-39
1.540,3.221,fish_male_40-49,male,fish,40-49
1.513,3.188,fish_male_50-59,male,fish,50-59
1.480,3.221,fish_male_60-69,male,fish,60-69
1.420,3.486,fish_male_70-79,male,fish,70-79
1.633,2.573,meat <50_female_20-29,female,meat50,20-29
1.688,2.719,meat <50_female_30-39,female,meat50,30-39
1.808,2.657,meat <50_female_40-49,female,meat50,40-49
1.857,2.702,meat <50_female_50-59,female,meat50,50-59
1.866,2.729,meat <50_female_60-69,female,meat50,60-69
1.800,2.616,meat <50_female_70-79,female,meat50,70-79
1.884,2.734,meat <50_male_20-29,male,meat50,20-29
1.922,3.155,meat <50_male_30-39,male,meat50,30-39
1.944,2.948,meat <50_male_40-49,male,meat50,40-49
1.985,2.716,meat <50_male_50-59,male,meat50,50-59
1.934,2.646,meat <50_male_60-69,male,meat50,60-69
1.902,2.767,meat <50_male_70-79,male,meat50,70-79
4.425,2.980,meat 100+_female_20-29,female,meat100,20-29
4.692,2.909,meat 100+_female_30-39,female,meat100,30-39
5.394,2.744,meat 100+_female_40-49,female,meat100,40-49
5.584,2.784,meat 100+_female_50-59,female,meat100,50-59
5.496,2.842,meat 100+_female_60-69,female,meat100,60-69
5.669,2.803,meat 100+_female_70-79,female,meat100,70-79
5.349,3.534,meat 100+_male_20-29,male,meat100,20-29
5.044,3.375,meat 100+_male_30-39,male,meat100,30-39
5.394,2.896,meat 100+_male_40-49,male,meat100,40-49
5.540,2.846,meat 100+_male_50-59,male,meat100,50-59
5.329,2.818,meat 100+_male_60-69,male,meat100,60-69
5.793,2.735,meat 100+_male_70-79,male,meat100,70-79
2.484,2.700,meat50-99_female_20-29,female,meat,20-29
2.639,2.638,meat50-99_female_30-39,female,meat,30-39
2.933,2.576,meat50-99_female_40-49,female,meat,40-49
2.998,2.590,meat50-99_female_50-59,female,meat,50-59
2.853,2.711,meat50-99_female_60-69,female,meat,60-69
2.876,2.717,meat50-99_female_70-79,female,meat,70-79
2.680,3.191,meat50-99_male_20-29,male,meat,20-29
2.864,3.162,meat50-99_male_30-39,male,meat,30-39
3.109,2.718,meat50-99_male_40-49,male,meat,40-49
3.078,2.636,meat50-99_male_50-59,male,meat,50-59
3.063,2.639,meat50-99_male_60-69,male,meat,60-69
3.139,2.552,meat50-99_male_70-79,male,meat,70-79
0.356,2.250,vegan_female_20-29,female,vegan,20-29
0.449,2.362,vegan_female_30-39,female,vegan,30-39
0.557,2.760,vegan_female_40-49,female,vegan,40-49
0.461,2.507,vegan_female_50-59,female,vegan,50-59
0.509,2.682,vegan_female_60-69,female,vegan,60-69
0.603,3.126,vegan_female_70-79,female,vegan,70-79
0.573,3.071,vegan_male_20-29,male,vegan,20-29
0.542,2.969,vegan_male_30-39,male,vegan,30-39
0.586,2.867,vegan_male_40-49,male,vegan,40-49
0.461,2.388,vegan_male_50-59,male,vegan,50-59
0.357,3.375,vegan_male_60-69,male,vegan,60-69
0.464,3.183,vegan_male_70-79,male,vegan,70-79
1.095,2.096,veggie_female_20-29,female,veggie,20-29
1.145,2.222,veggie_female_30-39,female,veggie,30-39
1.178,2.325,veggie_female_40-49,female,veggie,40-49
1.164,2.467,veggie_female_50-59,female,veggie,50-59
1.143,2.591,veggie_female_60-69,female,veggie,60-69
1.101,2.528,veggie_female_70-79,female,veggie,70-79
1.384,2.615,veggie_male_20-29,male,veggie,20-29
1.366,2.612,veggie_male_30-39,male,veggie,30-39
1.303,2.663,veggie_male_40-49,male,veggie,40-49
1.205,2.462,veggie_male_50-59,male,veggie,50-59
1.183,2.610,veggie_male_60-69,male,veggie,60-69
1.188,2.774,veggie_male_70-79,male,veggie,70-79
1.121,1.480,fish_female_20-29,female,fish,20-29
1.120,1.516,fish_female_30-39,female,fish,30-39
1.118,1.517,fish_female_40-49,female,fish,40-49
1.163,1.697,fish_female_50-59,female,fish,50-59
1.239,1.802,fish_female_60-69,female,fish,60-69
1.136,1.806,fish_female_70-79,female,fish,70-79
1.413,1.588,fish_male_20-29,male,fish,20-29
1.276,1.559,fish_male_30-39,male,fish,30-39
1.225,1.478,fish_male_40-49,male,fish,40-49
1.252,1.561,fish_male_50-59,male,fish,50-59
1.214,1.756,fish_male_60-69,male,fish,60-69
1.342,1.837,fish_male_70-79,male,fish,70-79
1.233,1.614,meat <50_female_20-29,female,meat50,20-29
1.290,1.731,meat <50_female_30-39,female,meat50,30-39
1.309,1.734,meat <50_female_40-49,female,meat50,40-49
1.387,1.917,meat <50_female_50-59,female,meat50,50-59
1.441,1.942,meat <50_female_60-69,female,meat50,60-69
1.419,2.034,meat <50_female_70-79,female,meat50,70-79
1.399,1.606,meat <50_male_20-29,male,meat50,20-29
1.457,1.816,meat <50_male_30-39,male,meat50,30-39
1.420,1.688,meat <50_male_40-49,male,meat50,40-49
1.449,1.744,meat <50_male_50-59,male,meat50,50-59
1.449,1.922,meat <50_male_60-69,male,meat50,60-69
1.577,1.931,meat <50_male_70-79,male,meat50,70-79
2.696,3.063,meat 100+_female_20-29,female,meat100,20-29
2.673,3.188,meat 100+_female_30-39,female,meat100,30-39
2.800,3.278,meat 100+_female_40-49,female,meat100,40-49
2.894,3.459,meat 100+_female_50-59,female,meat100,50-59
2.898,3.525,meat 100+_female_60-69,female,meat100,60-69
3.034,3.803,meat 100+_female_70-79,female,meat100,70-79
3.355,3.591,meat 100+_male_20-29,male,meat100,20-29
3.064,3.306,meat 100+_male_30-39,male,meat100,30-39
3.056,3.183,meat 100+_male_40-49,male,meat100,40-49
3.081,3.290,meat 100+_male_50-59,male,meat100,50-59
3.030,3.490,meat 100+_male_60-69,male,meat100,60-69
3.160,3.770,meat 100+_male_70-79,male,meat100,70-79
1.764,2.148,meat50-99_female_20-29,female,meat,20-29
1.800,2.242,meat50-99_female_30-39,female,meat,30-39
1.877,2.278,meat50-99_female_40-49,female,meat,40-49
1.915,2.388,meat50-99_female_50-59,female,meat,50-59
1.961,2.509,meat50-99_female_60-69,female,meat,60-69
1.977,2.555,meat50-99_female_70-79,female,meat,70-79
1.985,2.137,meat50-99_male_20-29,male,meat,20-29
2.002,2.259,meat50-99_male_30-39,male,meat,30-39
2.013,2.188,meat50-99_male_40-49,male,meat,40-49
1.998,2.317,meat50-99_male_50-59,male,meat,50-59
2.014,2.392,meat50-99_male_60-69,male,meat,60-69
2.058,2.551,meat50-99_male_70-79,male,meat,70-79
0.190,0.637,vegan_female_20-29,female,vegan,20-29
0.241,0.678,vegan_female_30-39,female,vegan,30-39
0.271,0.718,vegan_female_40-49,female,vegan,40-49
0.209,0.840,vegan_female_50-59,female,vegan,50-59
0.276,0.778,vegan_female_60-69,female,vegan,60-69
0.379,0.758,vegan_female_70-79,female,vegan,70-79
0.405,0.785,vegan_male_20-29,male,vegan,20-29
0.319,0.695,vegan_male_30-39,male,vegan,30-39
0.293,0.637,vegan_male_40-49,male,vegan,40-49
0.233,0.728,vegan_male_50-59,male,vegan,50-59
0.193,0.835,vegan_male_60-69,male,vegan,60-69
0.325,0.470,vegan_male_70-79,male,vegan,70-79
0.880,0.983,veggie_female_20-29,female,veggie,20-29
0.882,1.026,veggie_female_30-39,female,veggie,30-39
0.893,1.037,veggie_female_40-49,female,veggie,40-49
0.883,1.109,veggie_female_50-59,female,veggie,50-59
0.896,1.129,veggie_female_60-69,female,veggie,60-69
0.862,1.232,veggie_female_70-79,female,veggie,70-79
1.110,1.058,veggie_male_20-29,male,veggie,20-29
1.074,1.069,veggie_male_30-39,male,veggie,30-39
1.001,1.019,veggie_male_40-49,male,veggie,40-49
0.941,1.056,veggie_male_50-59,male,veggie,50-59
0.877,1.159,veggie_male_60-69,male,veggie,60-69
0.970,1.289,veggie_male_70-79,male,veggie,70-79
3.107,1.751,fish_female_20-29,female,fish,20-29
3.220,1.887,fish_female_30-39,female,fish,30-39
3.227,1.872,fish_female_40-49,female,fish,40-49
3.133,1.942,fish_female_50-59,female,fish,50-59
3.267,2.046,fish_female_60-69,female,fish,60-69
3.196,2.066,fish_female_70-79,female,fish,70-79
3.470,2.354,fish_male_20-29,male,fish,20-29
3.251,2.241,fish_male_30-39,male,fish,30-39
3.216,2.100,fish_male_40-49,male,fish,40-49
3.168,2.080,fish_male_50-59,male,fish,50-59
3.061,2.106,fish_male_60-69,male,fish,60-69
3.084,2.246,fish_male_70-79,male,fish,70-79
3.219,1.681,meat <50_female_20-29,female,meat50,20-29
3.273,1.786,meat <50_female_30-39,female,meat50,30-39
3.360,1.731,meat <50_female_40-49,female,meat50,40-49
3.325,1.720,meat <50_female_50-59,female,meat50,50-59
3.482,1.795,meat <50_female_60-69,female,meat50,60-69
3.540,1.834,meat <50_female_70-79,female,meat50,70-79
3.227,1.834,meat <50_male_20-29,male,meat50,20-29
3.435,2.133,meat <50_male_30-39,male,meat50,30-39
3.395,1.940,meat <50_male_40-49,male,meat50,40-49
3.337,1.818,meat <50_male_50-59,male,meat50,50-59
3.376,1.796,meat <50_male_60-69,male,meat50,60-69
3.623,1.919,meat <50_male_70-79,male,meat50,70-79
5.973,2.136,meat 100+_female_20-29,female,meat100,20-29
6.129,2.113,meat 100+_female_30-39,female,meat100,30-39
6.848,1.999,meat 100+_female_40-49,female,meat100,40-49
7.054,2.034,meat 100+_female_50-59,female,meat100,50-59
6.894,2.063,meat 100+_female_60-69,female,meat100,60-69
7.137,2.130,meat 100+_female_70-79,female,meat100,70-79
6.574,2.535,meat 100+_male_20-29,male,meat100,20-29
6.244,2.415,meat 100+_male_30-39,male,meat100,30-39
6.556,2.114,meat 100+_male_40-49,male,meat100,40-49
6.738,2.119,meat 100+_male_50-59,male,meat100,50-59
6.615,2.145,meat 100+_male_60-69,male,meat100,60-69
7.233,2.158,meat 100+_male_70-79,male,meat100,70-79
3.865,1.848,meat50-99_female_20-29,female,meat,20-29
4.024,1.826,meat50-99_female_30-39,female,meat,30-39
4.363,1.774,meat50-99_female_40-49,female,meat,40-49
4.390,1.776,meat50-99_female_50-59,female,meat,50-59
4.262,1.849,meat50-99_female_60-69,female,meat,60-69
4.313,1.911,meat50-99_female_70-79,female,meat,70-79
3.853,2.116,meat50-99_male_20-29,male,meat,20-29
4.175,2.174,meat50-99_male_30-39,male,meat,30-39
4.314,1.881,meat50-99_male_40-49,male,meat,40-49
4.272,1.806,meat50-99_male_50-59,male,meat,50-59
4.192,1.863,meat50-99_male_60-69,male,meat,60-69
4.528,1.909,meat50-99_male_70-79,male,meat,70-79
0.578,1.199,vegan_female_20-29,female,vegan,20-29
0.709,1.299,vegan_female_30-39,female,vegan,30-39
1.005,1.483,vegan_female_40-49,female,vegan,40-49
0.742,1.283,vegan_female_50-59,female,vegan,50-59
0.767,1.408,vegan_female_60-69,female,vegan,60-69
0.943,1.954,vegan_female_70-79,female,vegan,70-79
0.772,1.829,vegan_male_20-29,male,vegan,20-29
0.726,1.660,vegan_male_30-39,male,vegan,30-39
0.823,1.515,vegan_male_40-49,male,vegan,40-49
0.618,1.303,vegan_male_50-59,male,vegan,50-59
0.516,1.905,vegan_male_60-69,male,vegan,60-69
0.604,1.730,vegan_male_70-79,male,vegan,70-79
3.096,1.450,veggie_female_20-29,female,veggie,20-29
3.112,1.533,veggie_female_30-39,female,veggie,30-39
3.188,1.551,veggie_female_40-49,female,veggie,40-49
3.119,1.606,veggie_female_50-59,female,veggie,50-59
3.295,1.734,veggie_female_60-69,female,veggie,60-69
3.468,1.752,veggie_female_70-79,female,veggie,70-79
3.458,1.858,veggie_male_20-29,male,veggie,20-29
3.298,1.842,veggie_male_30-39,male,veggie,30-39
3.095,1.826,veggie_male_40-49,male,veggie,40-49
2.928,1.686,veggie_male_50-59,male,veggie,50-59
3.106,1.798,veggie_male_60-69,male,veggie,60-69
3.181,2.029,veggie_male_70-79,male,veggie,70-79
0.925,2.125,fish_female_20-29,female,fish,20-29
0.919,2.278,fish_female_30-39,female,fish,30-39
0.944,2.259,fish_female_40-49,female,fish,40-49
0.959,2.359,fish_female_50-59,female,fish,50-59
1.031,2.551,fish_female_60-69,female,fish,60-69
0.969,2.572,fish_female_70-79,female,fish,70-79
1.142,2.596,fish_male_20-29,male,fish,20-29
1.053,2.576,fish_male_30-39,male,fish,30-39
1.023,2.437,fish_male_40-49,male,fish,40-49
1.038,2.541,fish_male_50-59,male,fish,50-59
1.041,2.751,fish_male_60-69,male,fish,60-69
1.110,2.864,fish_male_70-79,male,fish,70-79
1.038,2.222,meat <50_female_20-29,female,meat50,20-29
1.058,2.369,meat <50_female_30-39,female,meat50,30-39
1.092,2.324,meat <50_female_40-49,female,meat50,40-49
1.144,2.405,meat <50_female_50-59,female,meat50,50-59
1.196,2.534,meat <50_female_60-69,female,meat50,60-69
1.165,2.631,meat <50_female_70-79,female,meat50,70-79
1.179,2.354,meat <50_male_20-29,male,meat50,20-29
1.191,2.751,meat <50_male_30-39,male,meat50,30-39
1.197,2.549,meat <50_male_40-49,male,meat50,40-49
1.230,2.623,meat <50_male_50-59,male,meat50,50-59
1.220,2.596,meat <50_male_60-69,male,meat50,60-69
1.355,2.831,meat <50_male_70-79,male,meat50,70-79
2.227,3.629,meat 100+_female_20-29,female,meat100,20-29
2.179,3.737,meat 100+_female_30-39,female,meat100,30-39
2.324,3.809,meat 100+_female_40-49,female,meat100,40-49
2.377,3.871,meat 100+_female_50-59,female,meat100,50-59
2.397,3.973,meat 100+_female_60-69,female,meat100,60-69
2.493,4.169,meat 100+_female_70-79,female,meat100,70-79
2.816,4.192,meat 100+_male_20-29,male,meat100,20-29
2.488,3.970,meat 100+_male_30-39,male,meat100,30-39
2.497,3.761,meat 100+_male_40-49,male,meat100,40-49
2.500,3.877,meat 100+_male_50-59,male,meat100,50-59
2.499,3.908,meat 100+_male_60-69,male,meat100,60-69
2.662,4.136,meat 100+_male_70-79,male,meat100,70-79
1.420,2.720,meat50-99_female_20-29,female,meat,20-29
1.463,2.816,meat50-99_female_30-39,female,meat,30-39
1.533,2.852,meat50-99_female_40-49,female,meat,40-49
1.551,2.850,meat50-99_female_50-59,female,meat,50-59
1.597,3.000,meat50-99_female_60-69,female,meat,60-69
1.623,3.143,meat50-99_female_70-79,female,meat,70-79
1.613,2.887,meat50-99_male_20-29,male,meat,20-29
1.647,3.049,meat50-99_male_30-39,male,meat,30-39
1.673,2.934,meat50-99_male_40-49,male,meat,40-49
1.665,2.864,meat50-99_male_50-59,male,meat,50-59
1.693,3.097,meat50-99_male_60-69,male,meat,60-69
1.750,3.243,meat50-99_male_70-79,male,meat,70-79
0.111,1.643,vegan_female_20-29,female,vegan,20-29
0.151,1.737,vegan_female_30-39,female,vegan,30-39
0.198,1.892,vegan_female_40-49,female,vegan,40-49
0.172,1.792,vegan_female_50-59,female,vegan,50-59
0.202,2.032,vegan_female_60-69,female,vegan,60-69
0.285,2.276,vegan_female_70-79,female,vegan,70-79
0.307,2.391,vegan_male_20-29,male,vegan,20-29
0.226,2.128,vegan_male_30-39,male,vegan,30-39
0.233,1.981,vegan_male_40-49,male,vegan,40-49
0.184,2.095,vegan_male_50-59,male,vegan,50-59
0.166,2.660,vegan_male_60-69,male,vegan,60-69
0.187,1.924,vegan_male_70-79,male,vegan,70-79
0.782,1.884,veggie_female_20-29,female,veggie,20-29
0.788,2.032,veggie_female_30-39,female,veggie,30-39
0.821,2.032,veggie_female_40-49,female,veggie,40-49
0.812,2.114,veggie_female_50-59,female,veggie,50-59
0.846,2.242,veggie_female_60-69,female,veggie,60-69
0.846,2.440,veggie_female_70-79,female,veggie,70-79
0.984,2.252,veggie_male_20-29,male,veggie,20-29
0.949,2.313,veggie_male_30-39,male,veggie,30-39
0.891,2.354,veggie_male_40-49,male,veggie,40-49
0.857,2.362,veggie_male_50-59,male,veggie,50-59
0.833,2.532,veggie_male_60-69,male,veggie,60-69
0.908,2.812,veggie_male_70-79,male,veggie,70-79
0.994,2.091,fish_female_20-29,female,fish,20-29
1.010,2.128,fish_female_30-39,female,fish,30-39
0.982,2.126,fish_female_40-49,female,fish,40-49
0.977,2.263,fish_female_50-59,female,fish,50-59
1.022,2.385,fish_female_60-69,female,fish,60-69
0.993,2.339,fish_female_70-79,female,fish,70-79
1.285,2.421,fish_male_20-29,male,fish,20-29
1.172,2.266,fish_male_30-39,male,fish,30-39
1.137,2.047,fish_male_40-49,male,fish,40-49
1.107,2.112,fish_male_50-59,male,fish,50-59
1.132,2.257,fish_male_60-69,male,fish,60-69
1.131,2.418,fish_male_70-79,male,fish,70-79
1.225,1.984,meat <50_female_20-29,female,meat50,20-29
1.262,2.089,meat <50_female_30-39,female,meat50,30-39
1.296,2.098,meat <50_female_40-49,female,meat50,40-49
1.320,2.253,meat <50_female_50-59,female,meat50,50-59
1.335,2.322,meat <50_female_60-69,female,meat50,60-69
1.313,2.375,meat <50_female_70-79,female,meat50,70-79
1.363,2.028,meat <50_male_20-29,male,meat50,20-29
1.404,2.259,meat <50_male_30-39,male,meat50,30-39
1.390,2.062,meat <50_male_40-49,male,meat50,40-49
1.395,2.105,meat <50_male_50-59,male,meat50,50-59
1.415,2.183,meat <50_male_60-69,male,meat50,60-69
1.514,2.278,meat <50_male_70-79,male,meat50,70-79
3.463,2.683,meat 100+_female_20-29,female,meat100,20-29
3.505,2.705,meat 100+_female_30-39,female,meat100,30-39
3.865,2.699,meat 100+_female_40-49,female,meat100,40-49
3.989,2.787,meat 100+_female_50-59,female,meat100,50-59
3.958,2.835,meat 100+_female_60-69,female,meat100,60-69
4.142,2.870,meat 100+_female_70-79,female,meat100,70-79
4.058,3.136,meat 100+_male_20-29,male,meat100,20-29
3.769,2.804,meat 100+_male_30-39,male,meat100,30-39
3.893,2.628,meat 100+_male_40-49,male,meat100,40-49
3.979,2.753,meat 100+_male_50-59,male,meat100,50-59
3.878,2.754,meat 100+_male_60-69,male,meat100,60-69
4.226,2.774,meat 100+_male_70-79,male,meat100,70-79
1.934,2.327,meat50-99_female_20-29,female,meat,20-29
2.010,2.321,meat50-99_female_30-39,female,meat,30-39
2.152,2.353,meat50-99_female_40-49,female,meat,40-49
