PCA_GHG_Bio,Composite_Water,grouping,sex,diet_group,age_group
2.169,2.426,meat50-99_female_50-59,female,meat,50-59
2.126,2.574,meat50-99_female_60-69,female,meat,60-69
2.176,2.578,meat50-99_female_70-79,female,meat,70-79
2.065,2.467,meat50-99_male_20-29,male,meat,20-29
2.127,2.480,meat50-99_male_30-39,male,meat,30-39
2.248,2.315,meat50-99_male_40-49,male,meat,40-49
2.230,2.277,meat50-99_male_50-59,male,meat,50-59
2.257,2.443,meat50-99_male_60-69,male,meat,60-69
2.334,2.423,meat50-99_male_70-79,male,meat,70-79
0.215,0.738,vegan_female_20-29,female,vegan,20-29
0.285,0.824,vegan_female_30-39,female,vegan,30-39
0.325,1.019,vegan_female_40-49,female,vegan,40-49
0.265,1.122,vegan_female_50-59,female,vegan,50-59
0.314,1.180,vegan_female_60-69,female,vegan,60-69
0.405,1.154,vegan_female_70-79,female,vegan,70-79
0.406,1.034,vegan_male_20-29,male,vegan,20-29
0.355,0.910,vegan_male_30-39,male,vegan,30-39
0.355,0.927,vegan_male_40-49,male,vegan,40-49
0.272,0.951,vegan_male_50-59,male,vegan,50-59
0.267,1.368,vegan_male_60-69,male,vegan,60-69
0.333,1.110,vegan_male_70-79,male,vegan,70-79
0.775,1.494,veggie_female_20-29,female,veggie,20-29
0.797,1.517,veggie_female_30-39,female,veggie,30-39
0.796,1.561,veggie_female_40-49,female,veggie,40-49
0.779,1.714,veggie_female_50-59,female,veggie,50-59
0.806,1.805,veggie_female_60-69,female,veggie,60-69
0.836,1.836,veggie_female_70-79,female,veggie,70-79
0.984,1.675,veggie_male_20-29,male,veggie,20-29
0.971,1.593,veggie_male_30-39,male,veggie,30-39
0.919,1.545,veggie_male_40-49,male,veggie,40-49
0.863,1.528,veggie_male_50-59,male,veggie,50-59
0.870,1.682,veggie_male_60-69,male,veggie,60-69
0.959,1.864,veggie_male_70-79,male,veggie,70-79
1.047,1.790,fish_female_20-29,female,fish,20-29
1.048,1.875,fish_female_30-39,female,fish,30-39
1.057,1.882,fish_female_40-49,female,fish,40-49
1.079,2.028,fish_female_50-59,female,fish,50-59
1.170,2.149,fish_female_60-69,female,fish,60-69
1.088,2.146,fish_female_70-79,female,fish,70-79
1.297,2.100,fish_male_20-29,male,fish,20-29
1.194,2.085,fish_male_30-39,male,fish,30-39
1.172,1.995,fish_male_40-49,male,fish,40-49
1.172,2.025,fish_male_50-59,male,fish,50-59
1.199,2.098,fish_male_60-69,male,fish,60-69
1.265,2.366,fish_male_70-79,male,fish,70-79
1.374,1.734,meat <50_female_20-29,female,meat50,20-29
1.398,1.864,meat <50_female_30-39,female,meat50,30-39
1.488,1.900,meat <50_female_40-49,female,meat50,40-49
1.564,2.019,meat <50_female_50-59,female,meat50,50-59
1.598,2.115,meat <50_female_60-69,female,meat50,60-69
1.577,2.102,meat <50_female_70-79,female,meat50,70-79
1.583,1.802,meat <50_male_20-29,male,meat50,20-29
1.551,2.091,meat <50_male_30-39,male,meat50,30-39
1.603,1.986,meat <50_male_40-49,male,meat50,40-49
1.645,1.981,meat <50_male_50-59,male,meat50,50-59
1.691,2.074,meat <50_male_60-69,male,meat50,60-69
1.880,2.120,meat <50_male_70-79,male,meat50,70-79
4.213,2.526,meat 100+_female_20-29,female,meat100,20-29
4.372,2.604,meat 100+_female_30-39,female,meat100,30-39
5.041,2.494,meat 100+_female_40-49,female,meat100,40-49
5.258,2.547,meat 100+_female_50-59,female,meat100,50-59
5.243,2.631,meat 100+_female_60-69,female,meat100,60-69
5.497,2.643,meat 100+_female_70-79,female,meat100,70-79
5.140,3.056,meat 100+_male_20-29,male,meat100,20-29
4.701,2.733,meat 100+_male_30-39,male,meat100,30-39
5.027,2.511,meat 100+_male_40-49,male,meat100,40-49
5.194,2.638,meat 100+_male_50-59,male,meat100,50-59
5.139,2.696,meat 100+_male_60-69,male,meat100,60-69
5.688,2.687,meat 100+_male_70-79,male,meat100,70-79
2.181,2.109,meat50-99_female_20-29,female,meat,20-29
2.315,2.141,meat50-99_female_30-39,female,meat,30-39
2.587,2.168,meat50-99_female_40-49,female,meat,40-49
2.656,2.211,meat50-99_female_50-59,female,meat,50-59
2.598,2.355,meat50-99_female_60-69,female,meat,60-69
2.698,2.372,meat50-99_female_70-79,female,meat,70-79
2.330,2.328,meat50-99_male_20-29,male,meat,20-29
2.442,2.417,meat50-99_male_30-39,male,meat,30-39
2.717,2.177,meat50-99_male_40-49,male,meat,40-49
2.766,2.239,meat50-99_male_50-59,male,meat,50-59
2.820,2.351,meat50-99_male_60-69,male,meat,60-69
3.040,2.324,meat50-99_male_70-79,male,meat,70-79
0.065,0.753,vegan_female_20-29,female,vegan,20-29
0.119,0.818,vegan_female_30-39,female,vegan,30-39
0.167,1.076,vegan_female_40-49,female,vegan,40-49
0.116,1.087,vegan_female_50-59,female,vegan,50-59
0.140,1.280,vegan_female_60-69,female,vegan,60-69
0.241,1.211,vegan_female_70-79,female,vegan,70-79
0.256,0.979,vegan_male_20-29,male,vegan,20-29
0.191,0.946,vegan_male_30-39,male,vegan,30-39
0.201,1.037,vegan_male_40-49,male,vegan,40-49
0.130,1.017,vegan_male_50-59,male,vegan,50-59
0.105,1.343,vegan_male_60-69,male,vegan,60-69
0.177,1.239,vegan_male_70-79,male,vegan,70-79
0.872,1.148,veggie_female_20-29,female,veggie,20-29
0.881,1.232,veggie_female_30-39,female,veggie,30-39
0.911,1.300,veggie_female_40-49,female,veggie,40-49
0.900,1.414,veggie_female_50-59,female,veggie,50-59
0.972,1.468,veggie_female_60-69,female,veggie,60-69
0.984,1.581,veggie_female_70-79,female,veggie,70-79
1.095,1.351,veggie_male_20-29,male,veggie,20-29
1.072,1.360,veggie_male_30-39,male,veggie,30-39
1.000,1.366,veggie_male_40-49,male,veggie,40-49
0.978,1.391,veggie_male_50-59,male,veggie,50-59
0.966,1.507,veggie_male_60-69,male,veggie,60-69
1.049,1.665,veggie_male_70-79,male,veggie,70-79
0.889,2.522,fish_female_20-29,female,fish,20-29
0.919,2.586,fish_female_30-39,female,fish,30-39
0.913,2.559,fish_female_40-49,female,fish,40-49
0.910,2.682,fish_female_50-59,female,fish,50-59
1.003,2.652,fish_female_60-69,female,fish,60-69
1.032,2.436,fish_female_70-79,female,fish,70-79
1.148,2.949,fish_male_20-29,male,fish,20-29
1.074,2.690,fish_male_30-39,male,fish,30-39
1.026,2.612,fish_male_40-49,male,fish,40-49
0.981,2.659,fish_male_50-59,male,fish,50-59
1.036,2.402,fish_male_60-69,male,fish,60-69
1.115,2.693,fish_male_70-79,male,fish,70-79
1.129,2.579,meat <50_female_20-29,female,meat50,20-29
1.185,2.583,meat <50_female_30-39,female,meat50,30-39
1.205,2.523,meat <50_female_40-49,female,meat50,40-49
1.239,2.565,meat <50_female_50-59,female,meat50,50-59
1.290,2.540,meat <50_female_60-69,female,meat50,60-69
1.330,2.430,meat <50_female_70-79,female,meat50,70-79
1.277,2.424,meat <50_male_20-29,male,meat50,20-29
1.312,2.627,meat <50_male_30-39,male,meat50,30-39
1.325,2.415,meat <50_male_40-49,male,meat50,40-49
1.325,2.549,meat <50_male_50-59,male,meat50,50-59
1.371,2.360,meat <50_male_60-69,male,meat50,60-69
1.444,2.543,meat <50_male_70-79,male,meat50,70-79
3.158,3.612,meat 100+_female_20-29,female,meat100,20-29
3.276,3.604,meat 100+_female_30-39,female,meat100,30-39
3.651,3.356,meat 100+_female_40-49,female,meat100,40-49
3.777,3.372,meat 100+_female_50-59,female,meat100,50-59
3.796,3.359,meat 100+_female_60-69,female,meat100,60-69
4.034,3.311,meat 100+_female_70-79,female,meat100,70-79
3.950,3.758,meat 100+_male_20-29,male,meat100,20-29
3.626,3.658,meat 100+_male_30-39,male,meat100,30-39
3.740,3.271,meat 100+_male_40-49,male,meat100,40-49
3.816,3.293,meat 100+_male_50-59,male,meat100,50-59
3.797,3.267,meat 100+_male_60-69,male,meat100,60-69
4.187,3.322,meat 100+_male_70-79,male,meat100,70-79
1.731,2.978,meat50-99_female_20-29,female,meat,20-29
1.842,2.926,meat50-99_female_30-39,female,meat,30-39
1.977,2.851,meat50-99_female_40-49,female,meat,40-49
2.001,2.822,meat50-99_female_50-59,female,meat,50-59
2.003,2.821,meat50-99_female_60-69,female,meat,60-69
2.100,2.762,meat50-99_female_70-79,female,meat,70-79
1.856,3.048,meat50-99_male_20-29,male,meat,20-29
2.009,3.034,meat50-99_male_30-39,male,meat,30-39
2.093,2.736,meat50-99_male_40-49,male,meat,40-49
2.101,2.800,meat50-99_male_50-59,male,meat,50-59
2.157,2.721,meat50-99_male_60-69,male,meat,60-69
2.307,2.662,meat50-99_male_70-79,male,meat,70-79
0.231,1.616,vegan_female_20-29,female,vegan,20-29
0.311,1.766,vegan_female_30-39,female,vegan,30-39
0.322,1.898,vegan_female_40-49,female,vegan,40-49
0.309,1.519,vegan_female_50-59,female,vegan,50-59
0.321,1.540,vegan_female_60-69,female,vegan,60-69
0.410,2.261,vegan_female_70-79,female,vegan,70-79
0.428,1.876,vegan_male_20-29,male,vegan,20-29
0.398,1.718,vegan_male_30-39,male,vegan,30-39
0.388,1.687,vegan_male_40-49,male,vegan,40-49
0.274,1.507,vegan_male_50-59,male,vegan,50-59
0.281,1.636,vegan_male_60-69,male,vegan,60-69
0.334,1.899,vegan_male_70-79,male,vegan,70-79
0.694,2.107,veggie_female_20-29,female,veggie,20-29
0.744,2.153,veggie_female_30-39,female,veggie,30-39
0.748,2.136,veggie_female_40-49,female,veggie,40-49
0.730,2.116,veggie_female_50-59,female,veggie,50-59
0.811,2.073,veggie_female_60-69,female,veggie,60-69
0.855,1.953,veggie_female_70-79,female,veggie,70-79
0.901,2.260,veggie_male_20-29,male,veggie,20-29
0.898,2.279,veggie_male_30-39,male,veggie,30-39
0.838,2.155,veggie_male_40-49,male,veggie,40-49
0.825,2.115,veggie_male_50-59,male,veggie,50-59
0.832,1.938,veggie_male_60-69,male,veggie,60-69
0.919,2.109,veggie_male_70-79,male,veggie,70-79
1.967,2.816,fish_female_20-29,female,fish,20-29
1.881,2.826,fish_female_30-39,female,fish,30-39
2.006,2.811,fish_female_40-49,female,fish,40-49
2.136,2.929,fish_female_50-59,female,fish,50-59
2.175,2.975,fish_female_60-69,female,fish,60-69
1.705,2.920,fish_female_70-79,female,fish,70-79
2.221,3.262,fish_male_20-29,male,fish,20-29
1.997,3.032,fish_male_30-39,male,fish,30-39
1.884,2.834,fish_male_40-49,male,fish,40-49
2.212,2.924,fish_male_50-59,male,fish,50-59
1.902,2.911,fish_male_60-69,male,fish,60-69
2.059,3.099,fish_male_70-79,male,fish,70-79
2.125,2.813,meat <50_female_20-29,female,meat50,20-29
2.088,2.828,meat <50_female_30-39,female,meat50,30-39
2.147,2.783,meat <50_female_40-49,female,meat50,40-49
2.388,2.878,meat <50_female_50-59,female,meat50,50-59
2.366,2.890,meat <50_female_60-69,female,meat50,60-69
2.120,2.906,meat <50_female_70-79,female,meat50,70-79
2.192,2.890,meat <50_male_20-29,male,meat50,20-29
2.140,3.051,meat <50_male_30-39,male,meat50,30-39
2.221,2.844,meat <50_male_40-49,male,meat50,40-49
2.399,2.886,meat <50_male_50-59,male,meat50,50-59
2.203,2.792,meat <50_male_60-69,male,meat50,60-69
2.588,2.949,meat <50_male_70-79,male,meat50,70-79
3.531,4.082,meat 100+_female_20-29,female,meat100,20-29
3.222,4.013,meat 100+_female_30-39,female,meat100,30-39
3.506,3.839,meat 100+_female_40-49,female,meat100,40-49
3.594,3.826,meat 100+_female_50-59,female,meat100,50-59
3.708,3.865,meat 100+_female_60-69,female,meat100,60-69
3.497,3.827,meat 100+_female_70-79,female,meat100,70-79
4.017,4.363,meat 100+_male_20-29,male,meat100,20-29
3.554,4.137,meat 100+_male_30-39,male,meat100,30-39
3.506,3.794,meat 100+_male_40-49,male,meat100,40-49
3.532,3.821,meat 100+_male_50-59,male,meat100,50-59
3.419,3.814,meat 100+_male_60-69,male,meat100,60-69
3.609,3.871,meat 100+_male_70-79,male,meat100,70-79
2.519,3.320,meat50-99_female_20-29,female,meat,20-29
2.488,3.220,meat50-99_female_30-39,female,meat,30-39
2.652,3.181,meat50-99_female_40-49,female,meat,40-49
2.764,3.165,meat50-99_female_50-59,female,meat,50-59
2.875,3.259,meat50-99_female_60-69,female,meat,60-69
2.636,3.197,meat50-99_female_70-79,female,meat,70-79
2.865,3.459,meat50-99_male_20-29,male,meat,20-29
2.634,3.420,meat50-99_male_30-39,male,meat,30-39
2.736,3.201,meat50-99_male_40-49,male,meat,40-49
2.868,3.191,meat50-99_male_50-59,male,meat,50-59
2.817,3.179,meat50-99_male_60-69,male,meat,60-69
2.821,3.167,meat50-99_male_70-79,male,meat,70-79
0.192,1.819,vegan_female_20-29,female,vegan,20-29
0.246,1.774,vegan_female_30-39,female,vegan,30-39
0.308,1.962,vegan_female_40-49,female,vegan,40-49
0.241,1.969,vegan_female_50-59,female,vegan,50-59
0.263,1.987,vegan_female_60-69,female,vegan,60-69
0.554,2.424,vegan_female_70-79,female,vegan,70-79
0.364,2.501,vegan_male_20-29,male,vegan,20-29
0.294,2.038,vegan_male_30-39,male,vegan,30-39
0.285,1.790,vegan_male_40-49,male,vegan,40-49
0.234,1.867,vegan_male_50-59,male,vegan,50-59
0.226,2.252,vegan_male_60-69,male,vegan,60-69
0.324,1.993,vegan_male_70-79,male,vegan,70-79
1.801,2.453,veggie_female_20-29,female,veggie,20-29
1.752,2.441,veggie_female_30-39,female,veggie,30-39
1.883,2.455,veggie_female_40-49,female,veggie,40-49
1.877,2.512,veggie_female_50-59,female,veggie,50-59
1.835,2.540,veggie_female_60-69,female,veggie,60-69
1.416,2.545,veggie_female_70-79,female,veggie,70-79
2.019,2.859,veggie_male_20-29,male,veggie,20-29
1.937,2.705,veggie_male_30-39,male,veggie,30-39
1.791,2.558,veggie_male_40-49,male,veggie,40-49
1.749,2.520,veggie_male_50-59,male,veggie,50-59
1.472,2.472,veggie_male_60-69,male,veggie,60-69
1.626,2.840,veggie_male_70-79,male,veggie,70-79
3.117,2.123,fish_female_20-29,female,fish,20-29
3.099,2.060,fish_female_30-39,female,fish,30-39
3.048,2.025,fish_female_40-49,female,fish,40-49
2.941,2.131,fish_female_50-59,female,fish,50-59
3.188,2.181,fish_female_60-69,female,fish,60-69
3.283,2.166,fish_female_70-79,female,fish,70-79
3.445,2.344,fish_male_20-29,male,fish,20-29
3.126,2.199,fish_male_30-39,male,fish,30-39
3.024,2.084,fish_male_40-49,male,fish,40-49
2.913,2.056,fish_male_50-59,male,fish,50-59
3.125,2.108,fish_male_60-69,male,fish,60-69
3.202,2.233,fish_male_70-79,male,fish,70-79
3.079,2.075,meat <50_female_20-29,female,meat50,20-29
3.022,2.016,meat <50_female_30-39,female,meat50,30-39
3.031,2.019,meat <50_female_40-49,female,meat50,40-49
2.994,2.103,meat <50_female_50-59,female,meat50,50-59
3.236,2.174,meat <50_female_60-69,female,meat50,60-69
3.427,2.178,meat <50_female_70-79,female,meat50,70-79
3.253,2.155,meat <50_male_20-29,male,meat50,20-29
3.213,2.173,meat <50_male_30-39,male,meat50,30-39
3.123,1.965,meat <50_male_40-49,male,meat50,40-49
3.090,2.117,meat <50_male_50-59,male,meat50,50-59
3.195,2.104,meat <50_male_60-69,male,meat50,60-69
3.475,2.268,meat <50_male_70-79,male,meat50,70-79
4.807,3.115,meat 100+_female_20-29,female,meat100,20-29
4.792,3.016,meat 100+_female_30-39,female,meat100,30-39
5.120,2.913,meat 100+_female_40-49,female,meat100,40-49
5.226,2.932,meat 100+_female_50-59,female,meat100,50-59
5.152,2.959,meat 100+_female_60-69,female,meat100,60-69
5.377,2.859,meat 100+_female_70-79,female,meat100,70-79
5.494,3.368,meat 100+_male_20-29,male,meat100,20-29
4.958,3.108,meat 100+_male_30-39,male,meat100,30-39
5.082,2.906,meat 100+_male_40-49,male,meat100,40-49
5.154,2.996,meat 100+_male_50-59,male,meat100,50-59
5.101,2.972,meat 100+_male_60-69,male,meat100,60-69
5.544,3.067,meat 100+_male_70-79,male,meat100,70-79
3.487,2.487,meat50-99_female_20-29,female,meat,20-29
3.504,2.407,meat50-99_female_30-39,female,meat,30-39
3.661,2.400,meat50-99_female_40-49,female,meat,40-49
3.665,2.399,meat50-99_female_50-59,female,meat,50-59
3.702,2.501,meat50-99_female_60-69,female,meat,60-69
3.822,2.472,meat50-99_female_70-79,female,meat,70-79
3.587,2.567,meat50-99_male_20-29,male,meat,20-29
3.749,2.502,meat50-99_male_30-39,male,meat,30-39
3.696,2.434,meat50-99_male_40-49,male,meat,40-49
3.598,2.429,meat50-99_male_50-59,male,meat,50-59
3.634,2.438,meat50-99_male_60-69,male,meat,60-69
3.910,2.409,meat50-99_male_70-79,male,meat,70-79
0.367,1.134,vegan_female_20-29,female,vegan,20-29
0.459,1.084,vegan_female_30-39,female,vegan,30-39
0.641,1.199,vegan_female_40-49,female,vegan,40-49
0.540,1.182,vegan_female_50-59,female,vegan,50-59
0.540,1.070,vegan_female_60-69,female,vegan,60-69
0.640,1.299,vegan_female_70-79,female,vegan,70-79
0.551,1.597,vegan_male_20-29,male,vegan,20-29
0.490,1.176,vegan_male_30-39,male,vegan,30-39
0.519,1.079,vegan_male_40-49,male,vegan,40-49
0.436,1.137,vegan_male_50-59,male,vegan,50-59
0.399,1.334,vegan_male_60-69,male,vegan,60-69
0.446,1.127,vegan_male_70-79,male,vegan,70-79
3.138,1.770,veggie_female_20-29,female,veggie,20-29
3.062,1.719,veggie_female_30-39,female,veggie,30-39
3.053,1.716,veggie_female_40-49,female,veggie,40-49
2.995,1.665,veggie_female_50-59,female,veggie,50-59
3.344,1.718,veggie_female_60-69,female,veggie,60-69
3.584,1.756,veggie_female_70-79,female,veggie,70-79
3.516,2.047,veggie_male_20-29,male,veggie,20-29
3.280,1.871,veggie_male_30-39,male,veggie,30-39
3.009,1.737,veggie_male_40-49,male,veggie,40-49
2.878,1.710,veggie_male_50-59,male,veggie,50-59
3.173,1.664,veggie_male_60-69,male,veggie,60-69
3.434,1.849,veggie_male_70-79,male,veggie,70-79
1.030,3.801,fish_female_20-29,female,fish,20-29
1.011,3.796,fish_female_30-39,female,fish,30-39
1.038,4.052,fish_female_40-49,female,fish,40-49
1.092,4.429,fish_female_50-59,female,fish,50-59
1.136,4.514,fish_female_60-69,female,fish,60-69
1.077,3.783,fish_female_70-79,female,fish,70-79
1.222,4.330,fish_male_20-29,male,fish,20-29
1.106,3.862,fish_male_30-39,male,fish,30-39
1.095,3.824,fish_male_40-49,male,fish,40-49
1.117,4.311,fish_male_50-59,male,fish,50-59
1.203,3.990,fish_male_60-69,male,fish,60-69
1.176,4.293,fish_male_70-79,male,fish,70-79
1.555,3.816,meat <50_female_20-29,female,meat50,20-29
1.541,3.788,meat <50_female_30-39,female,meat50,30-39
1.673,3.916,meat <50_female_40-49,female,meat50,40-49
1.792,4.338,meat <50_female_50-59,female,meat50,50-59
1.796,4.329,meat <50_female_60-69,female,meat50,60-69
1.751,3.918,meat <50_female_70-79,female,meat50,70-79
1.722,3.760,meat <50_male_20-29,male,meat50,20-29
1.653,3.822,meat <50_male_30-39,male,meat50,30-39
1.720,3.891,meat <50_male_40-49,male,meat50,40-49
1.793,4.214,meat <50_male_50-59,male,meat50,50-59
1.825,3.942,meat <50_male_60-69,male,meat50,60-69
1.971,4.609,meat <50_male_70-79,male,meat50,70-79
5.681,5.008,meat 100+_female_20-29,female,meat100,20-29
5.880,4.614,meat 100+_female_30-39,female,meat100,30-39
6.898,4.916,meat 100+_female_40-49,female,meat100,40-49
7.207,5.053,meat 100+_female_50-59,female,meat100,50-59
7.176,5.303,meat 100+_female_60-69,female,meat100,60-69
7.509,4.781,meat 100+_female_70-79,female,meat100,70-79
6.717,5.107,meat 100+_male_20-29,male,meat100,20-29
6.201,4.810,meat 100+_male_30-39,male,meat100,30-39
6.678,4.613,meat 100+_male_40-49,male,meat100,40-49
6.916,4.864,meat 100+_male_50-59,male,meat100,50-59
6.678,4.772,meat 100+_male_60-69,male,meat100,60-69
7.588,4.839,meat 100+_male_70-79,male,meat100,70-79
2.711,4.133,meat50-99_female_20-29,female,meat,20-29
2.873,4.054,meat50-99_female_30-39,female,meat,30-39
3.256,4.262,meat50-99_female_40-49,female,meat,40-49
3.365,4.504,meat50-99_female_50-59,female,meat,50-59
3.228,4.760,meat50-99_female_60-69,female,meat,60-69
3.285,4.368,meat50-99_female_70-79,female,meat,70-79
2.775,4.556,meat50-99_male_20-29,male,meat,20-29
2.864,4.113,meat50-99_male_30-39,male,meat,30-39
3.308,4.230,meat50-99_male_40-49,male,meat,40-49
3.430,4.544,meat50-99_male_50-59,male,meat,50-59
3.434,4.500,meat50-99_male_60-69,male,meat,60-69
3.702,4.376,meat50-99_male_70-79,male,meat,70-79
0.106,1.849,vegan_female_20-29,female,vegan,20-29
0.149,1.989,vegan_female_30-39,female,vegan,30-39
0.215,2.348,vegan_female_40-49,female,vegan,40-49
0.162,2.238,vegan_female_50-59,female,vegan,50-59
0.201,2.169,vegan_female_60-69,female,vegan,60-69
0.302,2.674,vegan_female_70-79,female,vegan,70-79
0.296,2.235,vegan_male_20-29,male,vegan,20-29
0.205,2.097,vegan_male_30-39,male,vegan,30-39
0.195,2.169,vegan_male_40-49,male,vegan,40-49
0.162,1.972,vegan_male_50-59,male,vegan,50-59
0.116,2.679,vegan_male_60-69,male,vegan,60-69
0.244,2.358,vegan_male_70-79,male,vegan,70-79
0.842,3.557,veggie_female_20-29,female,veggie,20-29
0.830,3.549,veggie_female_30-39,female,veggie,30-39
0.870,3.861,veggie_female_40-49,female,veggie,40-49
0.871,3.934,veggie_female_50-59,female,veggie,50-59
0.891,3.925,veggie_female_60-69,female,veggie,60-69
0.907,3.217,veggie_female_70-79,female,veggie,70-79
1.007,3.916,veggie_male_20-29,male,veggie,20-29
0.979,3.723,veggie_male_30-39,male,veggie,30-39
0.926,3.607,veggie_male_40-49,male,veggie,40-49
0.907,3.565,veggie_male_50-59,male,veggie,50-59
0.867,3.228,veggie_male_60-69,male,veggie,60-69
0.888,3.505,veggie_male_70-79,male,veggie,70-79
1.621,2.298,fish_female_20-29,female,fish,20-29
1.655,2.226,fish_female_30-39,female,fish,30-39
1.683,2.187,fish_female_40-49,female,fish,40-49
1.688,2.375,fish_female_50-59,female,fish,50-59
1.762,2.389,fish_female_60-69,female,fish,60-69
1.738,2.267,fish_female_70-79,female,fish,70-79
2.032,2.473,fish_male_20-29,male,fish,20-29
1.838,2.299,fish_male_30-39,male,fish,30-39
1.810,2.165,fish_male_40-49,male,fish,40-49
1.797,2.318,fish_male_50-59,male,fish,50-59
1.827,2.255,fish_male_60-69,male,fish,60-69
1.836,2.587,fish_male_70-79,male,fish,70-79
1.933,2.276,meat <50_female_20-29,female,meat50,20-29
